Turma;Ano de Ingresso;Ano Egresso;Você está empregado no Einstein?;Você está empregado na área em que se formou?;Se sim, em qual instituição?;Em qual cargo?;Progressão de carreira;Caso esteja empregado, em qual unidade/setor está trabalhando?;Curso;Formação;Lyceum (Sit Aluno);Situação do aluno;Pendência;Motivo do cancelamento;Data do cancelamento;Mês do cancelamento;Data de reabertura;Observação;Respondeu a pesquisa?;O docente indica?;Pretende iniciar alguma graduação?;Local de trabalho;tratativa de repetido
ENF22N1S;fev/23;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Mensageiro;;Unidade Morumbi;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;Motivos Pessoais;12/11/2021;;;;;;;;sim
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Evadido;Cancelado;;Evasão;01/11/2022;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Saúde;09/03/2022;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;Pendência de pediatria, vai compensar as horas de estágio e ajuste da nota.;;;;;;;;;;
ENF23N1S;jan/23;dez/24;não esta na turma;;;;;;Curso Técnico de Enfermagem;;Cancelado;Cancelado;;E-Motivos pessoais;21/03/2023;mar/23;;;;;;;
ENF21N1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;CT_Financeiro;26/03/2021;;;;;;;;sim
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;Sim - de estagiário a auxiliar;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;Estágio extra;;;;;
ADMPTA 22M1S;fev/22;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Administrativo II;Sim;Unidade Paulista I;Curso Técnico em Administração com Ênfase nos Serviços de Saúde;Curso Técnico em Administração com Ênfase nos Serviços de Saúde;Ativo;Aprovado;;;;;;Monitoria - Unidade Santana;;;;Einstein;sim
ENF21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem Coleta;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Transferência;Transferido para ENF21M1S;;;;;Transferido para ENF21M1S;;;;Einstein;sim
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;UPA - Campo Limpo;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Cancelado;Cancelado;;E-Financeiro;28/02/2023;fev/23;;;;;;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Internação 12º e 13º andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim ;;
ENF EURO 5T;fev/22;dez/23;Sim;Sim;IBCC- Instituto Brasileiro do Controle de Câncer ;Técnica de enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF21M2S;ago/21;jun/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;25/04/2022;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Representante Serviço de Atendimento II;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E-Outra IE;16/02/2023;fev/23;;;;;;;
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Tecnico de Enfermagem;Ativo;Aprovado;Gestão da Qualidade teoria , Estágio de PAI I ,Estágio de APPS;;;;;Gestão da Qualidade teoria , Estágio de PAI I ,Estágio de APPS;;;;;
ENF21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;UPA;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;05/01/2022;;;;;;;Einstein;sim
ENF21N1S;fev/21;dez/22;Sim;Sim;HMVSC;Técnico de Enfermagem;Sim, de auxiliar para técnico;CME - Unidade Morumbi;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF20N2S;ago/20;jun/22;Sim;Sim;HMVSC;Técnico de Enfermagem;;AE Oncologia;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;;Einstein;sim
ENF21N1S;ago/21;dez/22;Não;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Reprovado;Reprovou em gestão da qualidade e APPS  teoria ;;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;E-Motivos Pessoais;09/01/2023;jan/23;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário;23/11/2022;nov/22;;;;;;;
ENF23T1S;jan/23;dez/24;;;;Estagiário Técnico Extracurricular ;Semi Intensiva Neurológica - Enf;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF21N2S;fev/22;dez/23;;Sim;Clinica Oftamologica ;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;;;;;;Reprovou em gestão da qualidade e APPS  teoria ;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Recuperação PAI - prova em 10/01;;;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Reprovada por nota em PAII, Oncologia, Pediatria e Estágio.;;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário no trabalho ;14/02/2022;;17/05/2022;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Financeiro;01/08/2022;;;;;;;;
AC21N1S;fev/22;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Mensageiro;;Morumbi;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Concluido;Aprovado;;;;;;;;;;;
ENF23N1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF20N2S;ago/20;jun/22;Não;Não;;;Desempregada no momento;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;Einstein;sim
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais; 16/05/2022;;;;;;;;
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Matriculado;;;;;;;;;;;
ENF20M1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Maternidade;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Maternidade;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Sim;;
ENF21M1S;fev/21;dez/22;Sim;Sim;Progaramas Governamentais (AEPG) Einstein;Auxiliar Enfermagem;;UBS Vila Praia, Estratégia da Saúde da Família;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
ENF21N2S;ago/21;jun/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;CT_Pessoal;05/08/2021;;;;;;;;
ENF21M1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
AC22N1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Morumbi;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
ENF EURO 4T;ago/20;jun/22;;Sim;Hospital Sírio Libanês;Auxiliar de Enfermagem;;UTI Pediátrica;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;sim
ENF22M1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein - HMVSC;Auxiliar Enfermagem;Sim - inciou como copeira;Estratégia da Saúde da Família;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Iniciou na ENF 22N1S;;;;;;;;;;
ENF EURO 5T;fev/22;dez/23;Não;Sim;GRAAC;Tecnico Enfermagem/Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Aprovado;Concluiu apenas o AE;;;;;Concluiu apenas o AE;;;;Einstein;sim
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos pessoais;22/11/2022;nov/22;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF20M1S;fev/20;dez/21;;Sim;Sistema de Cooperativa;Auxiliar de Enfermagem;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Desemprego;24/02/2022;;;;Sim;;Sim;;
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Desemprego;24/02/2022;;;;;;;;sim
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;CT_Evasão;19/05/2022;;;;;;;;
ENF EURO 4T;ago/20;jun/22;Sim;Sim;HMVSC;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Reprovado;No estagio de PAI II e Pacientes graves .;;;;;No estagio de PAI II e Pacientes graves .;;;;Einstein;sim
ENF20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Cancelado;Cancelado;;Financeiro ;05/05/2021;;;;Sim;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Alerta de pendência;;;;;;;;;;
ENF21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Assistente Atendimento II MDA;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Financeiro;06/08/2021;;;;;;;;sim
ENF21M1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Unidade Morumbi, semi intensiva cardiológica e neurológica;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
ENF23N1S;jan/23;dez/24;cancelou;;;;;;Curso Técnico de Enfermagem;;Cancelado;Cancelado;;E-Falta de tempo;10/03/2023;mar/23;;;;;;;
ENF23T1S;jan/23;dez/24;;;;Estagiário Técnico Extracurricular ;Terapia Intensiva Adulto - Enf;;Curso Técnico de Enfermagem;;Ativo;Matriculado/Reserva de vaga ;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;Sim;Sim;Hospital Vila Nova Star- Rede D’Or São Luiz;Técnico de enfermagem;;UTI Adulto;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Sim;;Hospital Israelita Albert Einstein;Auxiliar de Saúde Bucal;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário no trabalho ;10/05/2022;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;Hospital Israelita Albert Einstein;Estagiário Técnico Extracurricular ;Terapia Intensiva Adulto - Enf;UTI 5º andar  - Marcele;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Pendência de estágio - reposição em agosto. APC em PG;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;Estagiário Técnico Extracurricular ;Unidade Pronto Atendimento - Assistência;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF20M2S;ago/20;jun/22;Sim;Sim;HMVSC;Técnico de Enfermagem;Sim, foi de auxiliar para técnico;Oncologia;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Não;Einstein;sim
ENF21T1S;fev/21;dez/22;;Sim;HMVSC;Auxiliar de Enfermagem;;Assist – Diálise, Ambulatório e Coleta;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Reprovado;Reprovada em ENF Pediátrica;;;;;Reprovada em ENF Pediátrica;;;;Einstein;sim
ENF21T1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;11/10/2022;;;;;;;;sim
ENF21N1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;CT_Reprovação;30/12/2021;;;;;;;;sim
ENF22M1S;ago/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;Sim - estágio extra par auxiliar;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF21N2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem ;Foi promovida para técnico;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Funcionário HIAE - ADM - UTI 5º andar;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Desistência; 05/07/2022 ;;;;;;;;
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;Sim - estágio extra;Morumbi;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Iniciou na ENF 22M1S;;;;;;;;;;
ENF21N2S;ago/21;jun/23;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Unidade de internação, 2 andar bloco E;Curso Técnico de Enfermagem;Técnico de Enfermagem;Concluido;Aprovado;Fazia estágio extracurricular na geriatria;;;;;;;;;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;Alerta de pendência;;;;;;;;;;
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;Sim;Sim;Hospital Israelita Albert Einstein;Estagiário Técnico Extracurricular ;;Geriatria Bloco E - Margarete;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N2S;ago/22;jun/24;;;;Estagiário Técnico Extracurricular ;Terapia Intensiva Adulto - Enf;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado;;E- Reprovação;05/01/2023;05/01/2023;;;;;;;
ENF22N2S;ago/22;jun/24;;Não;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Santa Marcelina;Tecnico Enfermagem;;clínica cirúrgica pediátrica;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado;;Motivos Pessoais;;;;;;;;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Transporte Pacientes;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Não;;;;
ENF21M1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Transporte Pacientes;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovado Estágio PAI II;CT_Motivação;20/06/2022;;;Reprovado Estágio PAI II;;;;Einstein;sim
ENF20N2S;ago/20;jun/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Internação 10º andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Cancelado;;;;;;;Sim;;Sim;Einstein;sim
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF23T1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Cancelado;Matriculado;;;;;;;;;;;
ENF23N1S;jan/23;dez/24;cancelou;;;;;;Curso Técnico de Enfermagem;;Cancelado;Matriculado;;;;;;;;;;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Unidade Internação 10º andar;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;Não;;
ENF22M1S;fev/22;dez/23;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Mudança de horário no trabalho ;21/03/2022;;;;;;;;
ENF21N1S;fev/21;dez/22;Não;Não;;"
";;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
ENF21T1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Aprendiz;Estagio extra para aprendiz;Central Atendim. Paciente Externo II;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
ENF21T1S;fev/21;dez/22;Não;Sim;Hospital São Luiz/Rede D'Or;Auxiliar de coleta;;PS infantil;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;;sim
AC22N1S;fev/22;dez/23;Não;Sim;Grupo Fleury;Assistente de Coleta 1;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
ENF22M2S;ago/22;jun/24;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar Enfermagem;;Unidade Morumbi;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF21T1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Hospitalidade;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Financeiro;03/03/2022;;;;;;;Einstein;sim
ENF20M1S;fev/20;dez/21;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Aprovado;;;;;;;Não;Sim;;;
ENF22N2S;ago/22;jun/24;Sim;Sim;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Cancelado;;Motivos pessoais;24/11/2022;nov/22;;Reprovou em teoria de PAI I na 20M2S;;;;;
ENF20M2S;ago/20;jun/22;Sim;Sim;Hospital Israelita Albert Einstein;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Por nota em PAI;;;;;Por nota em PAI;;;;;sim
ENF21N2S;ago/21;jun/23;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;22/08/2022;;;;;;;;
ENF22N1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;;;;;;;;;;
ENF20N2S;ago/20;jun/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais; 20/04/2021;;;;;;;;sim
AC22N1S;fev/22;dez/23;Não;Não;;;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Centro Cirúrgico Day Clinic;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;
ENF23M1S;fev/23;dez/24;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Matriculado;;;;;;;;;;;
ENF21M1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Cancelado;Cancelado;;Motivos Pessoais;05/06/2021;;;;;;;;sim
AC22N1S;fev/22;dez/23;Não;Sim; peg&pet;Médica veterinária ;;;Curso Técnico em Análises Clínicas;Técnico em Análises Clínicas;Ativo;Aprovado;;;;;;;;;;;
ENF22M1S;fev/22;dez/23;;;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Transferência;Transferência para a Morato;;;;;;;;;;
ENF21N1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Enfermagem;Sim, foi de auxiliar para técnico;Upa campo limpo;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Cancelado;Cancelado;Reprovado no estágio de pacientes graves;Reprovação;22/12/2021;;;Reprovado no estágio de pacientes graves;;;;;
RAD21N1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico em Radiologia ;Técnico em Radiologia;Concluido;Aprovado;;;;;;Deseja ingressar na área de formação ;;;;;sim
ENF21M1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Consultórios;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF22N2S;ago/22;jun/24;;;;;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;Reprovou por frequência em Iniciação a Metodologia da Pesquisa na turma 22M1S;;;;;Reprovou por frequência em Iniciação a Metodologia da Pesquisa na turma 22M1S;;;;;
ENF21T1S;fev/21;dez/22;Não;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;Era da turma ENF21M1S;;;;;Era da turma ENF21M1S + Estágio Extracurricular;;;;;sim
ENF20M2S;ago/20;jun/22;;Sim;Hospital São Luiz/Rede D'Or;Auxiliar de Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Sim;Sim;;sim
ENF22N1S;fev/22;dez/23;Sim;Sim;Hospital Israelita Albert Einstein;Técnica Instrumentadora;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF20T1S;fev/20;dez/21;;Sim;HMVSC ;Auxiliar de Enfermagem;;Assist – Diálise, Ambulatório e Coleta;Curso Técnico de Enfermagem;Técnico em Enfermagem;Ativo;Aprovado;;;;;;;Sim;;Sim;;
ENF23N1S;jan/23;dez/24;não esta na turma;;;;;;Curso Técnico de Enfermagem;;Ativo;Cancelado;;E-Horário;16/03/2023;mar/23;;;;;;;
ENF21M1S;fev/21;dez/22;Sim;Sim;Hospital Israelita Albert Einstein;Tecnico Laboratorio Ensino e Pesquisa;;Unidade de Ensino Paulista I;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;;;;Einstein;sim
ENF21N1S;fev/21;dez/22;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Reprovado;Reprovou no estágio de PAII. Concluiu o AE;;;;;Reprovou no estágio de PAII. Concluiu o AE;;;;Einstein;sim
ENF20N1S;fev/20;dez/21;;Não;;;;;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado/Reserva de vaga;Era da 8NB - Concluiu o TE na 20N1S;;;;;Era da 8NB - Concluiu o TE na 20N1S;Sim;Sim;Sim;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Santa Marcelina;Técnico de Enfermagem;;UTI NEO;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Não;Sim;;
ENF20T1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Técnico de Enfermagem;;Centro Cirúrgico Day Clinic;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;Não;Sim;;
ENF20N1S;fev/20;dez/21;;Sim;Hospital Israelita Albert Einstein;Auxiliar de Enfermagem;;Internação - Morumbi;Curso Técnico de Enfermagem;Técnico em Enfermagem;Concluido;Aprovado;;;;;;;Sim;;;;
ENF22N2S;ago/22;jun/24;Sim;Sim;Hospital Municipal Vila Santa Catatina;Auxiliar Enfermagem;;;Curso Técnico de Enfermagem;Técnico de Enfermagem;Ativo;Aprovado;;;;;;;;;;;
ENF23N1S;jan/23;dez/24;;;;;;;Curso Técnico de Enfermagem;;Ativo;Matriculado;;;;;;;;;;;
ENF21T1S;fev/21;dez/22;;Não;;;;;Curso Técnico de Enfermagem;Auxiliar de Enfermagem;Ativo;Reprovado;Reprovado em teoria de PAI e APPS;;;;;Reprovado em teoria de PAI e APPS;;;;;sim
